a1,192,0
c1,193,0
d1,207,0
e1,184,0
f1,196,0
f2,209,0
g2,205,0
h3,198,0
b4,192,0
c6,230,3
e6,222,0
g6,187,0
b7,208,0
e7,222,0
g7,216,0
