c1,186,0
d1,182,0
e1,176,0
e2,167,0
a3,189,0
h3,198,0
a4,186,0
h4,208,3
c6,199,0
d6,208,0
e6,198,0
g6,176,0
h6,203,0
a7,196,0
b7,188,0
